Four_Weeks_Periods,Retailer_Trade_Areas,Category,Sub_Category,Brand_High,Sales,Base_Sales,Incr_Sales,Units,Base_Units,Incr_Units,Percent_ACV,Any_Promo_Spend,Any_Promo_Base_Spend,Any_Promo_Incr_Spend,Disp_without_Feat_Spend,Disp_without_Feat_Base_Spend,Disp_without_Feat_Incr_Spend,Feat_and_Disp_Spend,Feat_and_Disp_Base_Spend,Feat_and_Disp_Incr_Spend,Feat_without_Disp_Spend,Feat_without_Disp_Base_Spend,Feat_without_Disp_Incr_Spend,No_Promo_Spend,No_Promo_Base_Spend,No_Promo_Incr_Spend,Price_Decr_Spend,Price_Decr_Base_Spend,Price_Decr_Incr_Spend,Any_Disp_Spend,Any_Disp_Base_Spend,Any_Disp_Incr_Spend,Any_Feat_Spend,Any_Feat_Base_Spend,Any_Feat_Incr_Spend,Any_Price_Decr_Spend,Any_Price_Decr_Base_Spend,Any_Price_Decr_Incr_Spend,Any_Promo_Units,Any_Promo_Base_Units,Any_Promo_Incr_Units,Disp_without_Feat_Units,Disp_without_Feat_Base_Units,Disp_without_Feat_Incr_Units,Feat_and_Disp_Units,Feat_and_Disp_Base_Units,Feat_and_Disp_Incr_Units,Feat_without_Disp_Units,Feat_without_Disp_Base_Units,Feat_without_Disp_Incr_Units,No_Promo_Units,No_Promo_Base_Units,No_Promo_Incr_Units,Price_Decr_Units,Price_Decr_Base_Units,Price_Decr_Incr_Units,Any_Disp_Units,Any_Disp_Base_Units,Any_Disp_Incr_Units,Any_Feat_Units,Any_Feat_Base_Units,Any_Feat_Incr_Units,Any_Price_Decr_Units,Any_Price_Decr_Base_Units,Any_Price_Decr_Incr_Units
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,CAMPBELL'S,306006,315341,-9335,137324,141121,-3797,100,12108,9106,3002,5279,4076,1204,0,0,0,37,56,-19,293898,306234,-12337,6791,4974,1817,5279,4076,1204,37,56,-19,7674,5756,1918,5821,4196,1625,2490,1903,588,0,0,0,20,31,-11,131503,136925,-5422,3310,2262,1048,2490,1903,588,20,31,-11,3732,2611,1121
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,DOMINIQUE'S,15,23,-8,5,7,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,23,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,EARTH'S BEST,918,815,103,273,232,41,31,623,669,-46,0,0,0,0,0,0,0,0,0,295,146,149,623,669,-46,0,0,0,0,0,0,623,669,-46,186,190,-4,0,0,0,0,0,0,0,0,0,87,41,46,186,190,-4,0,0,0,0,0,0,186,190,-4
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,HEALTH VALLEY,6154,4743,1411,1949,1431,518,81,4331,3542,789,0,0,0,0,0,0,0,0,0,1822,1201,622,4331,3542,789,0,0,0,0,0,0,4331,3542,789,1378,1068,310,0,0,0,0,0,0,0,0,0,571,363,208,1378,1068,310,0,0,0,0,0,0,1378,1068,310
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,HEALTHY CHOICE,36634,29898,6736,18004,12057,5947,100,18026,9797,8230,533,316,217,407,84,323,15396,7807,7589,18608,20102,-1494,1690,1589,100,940,400,540,15803,7891,7912,17583,9507,8076,10536,4044,6491,233,132,101,243,32,211,9164,3141,6024,7468,8013,-544,895,739,156,476,165,312,9407,3173,6234,10354,3922,6432
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,IMAGINE,3861,3371,491,822,700,122,66,7,7,1,0,0,0,0,0,0,0,0,0,3854,3364,490,7,7,1,0,0,0,0,0,0,7,7,1,2,1,1,0,0,0,0,0,0,0,0,0,820,699,121,2,1,1,0,0,0,0,0,0,2,1,1
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,MUIR GLEN,7236,6865,371,2446,2304,142,82,942,589,353,0,0,0,0,0,0,0,0,0,6294,6276,18,942,589,353,0,0,0,0,0,0,942,589,353,313,179,134,0,0,0,0,0,0,0,0,0,2133,2125,8,313,179,134,0,0,0,0,0,0,313,179,134
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PACIFIC,3382,3296,85,770,743,27,59,0,0,0,0,0,0,0,0,0,0,0,0,3382,3296,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,743,27,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PRIVATE LABEL,63661,47702,15959,37631,25900,11731,100,41183,25048,16135,0,0,0,0,0,0,14747,7155,7593,22478,22654,-176,26436,17894,8542,0,0,0,14747,7155,7593,38168,23522,14646,25617,13886,11730,0,0,0,0,0,0,8837,3964,4872,12014,12013,1,16780,9922,6858,0,0,0,8837,3964,4872,23813,12995,10818
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PROGRESSO,171257,174275,-3018,78458,78663,-205,100,26404,22914,3490,2408,1639,769,0,0,0,0,0,0,144854,151361,-6508,23995,21274,2721,2408,1639,769,0,0,0,25716,22337,3379,13119,10655,2463,1189,763,426,0,0,0,0,0,0,65339,68007,-2668,11929,9892,2037,1189,763,426,0,0,0,12794,10384,2410
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,WOLFGANG PUCK,738,849,-111,233,276,-43,10,0,0,0,0,0,0,0,0,0,0,0,0,738,849,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,276,-43,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,TOTAL CENSUS TRADING AREA,SOUP,SOUP IN OUT,NISSIN,0,2,-2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,313,311,2,80,78,2,42,0,0,0,0,0,0,0,0,0,0,0,0,313,311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,78,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,119610,95268,24342,95778,66904,28874,100,59074,35171,23903,3226,1602,1624,12106,4317,7789,25803,14474,11329,60536,60097,439,17938,14778,3160,15332,5919,9413,37910,18791,19118,48336,26248,22088,54423,25402,29020,3174,1428,1746,13629,3822,9807,23692,10326,13365,41355,41502,-146,13928,9825,4103,16803,5251,11552,37321,14149,23172,46690,19048,27642
4 W/E 04/28/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,18,17,1,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,31045,26586,4459,36665,26081,10584,100,17978,13457,4521,858,406,452,0,0,0,2716,1544,1172,13067,13129,-62,14404,11507,2897,858,406,452,2716,1544,1172,17942,13431,4512,23176,12462,10714,1381,428,953,0,0,0,4546,1445,3101,13489,13619,-129,17248,10588,6660,1381,428,953,4546,1445,3101,23121,12422,10699
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,ALESSI,6,8,-2,2,3,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,5834,4956,878,1538,1331,207,100,202,88,115,0,0,0,0,0,0,0,0,0,5632,4868,764,202,88,115,0,0,0,0,0,0,202,88,115,55,21,33,0,0,0,0,0,0,0,0,0,1483,1310,173,55,21,33,0,0,0,0,0,0,55,21,33
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,BOB'S RED MILL,35,57,-21,7,11,-4,5,0,0,0,0,0,0,0,0,0,0,0,0,35,57,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,-4,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,CUGINO'S,4,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,KNORR,926,968,-42,459,486,-27,87,0,0,0,0,0,0,0,0,0,0,0,0,926,968,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,486,-27,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,LIPTON,7355,7395,-40,5183,5197,-14,100,110,134,-24,0,0,0,0,0,0,0,0,0,7245,7260,-16,110,134,-24,0,0,0,0,0,0,110,134,-24,83,93,-11,0,0,0,0,0,0,0,0,0,5100,5104,-4,83,93,-11,0,0,0,0,0,0,83,93,-11
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,MRS WEISS,11,10,0,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,MY FAVORITE GOURMET,153,125,28,32,26,6,27,0,0,0,0,0,0,0,0,0,0,0,0,153,125,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,PRIVATE LABEL,2048,2059,-11,2021,1919,102,100,365,351,13,0,0,0,0,0,0,0,0,0,1683,1708,-24,365,351,13,0,0,0,0,0,0,365,351,13,398,296,102,0,0,0,0,0,0,0,0,0,1623,1624,0,398,296,102,0,0,0,0,0,0,398,296,102
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,SHORE LUNCH,1213,1030,182,268,228,40,75,593,417,177,399,368,31,0,0,0,0,0,0,619,614,6,194,48,146,399,368,31,0,0,0,194,48,146,132,93,39,91,83,7,0,0,0,0,0,0,136,135,1,42,10,32,91,83,7,0,0,0,42,10,32
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,6,8,-2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & TABASCO,6,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,DRY SOUP,WYLER'S,4676,4633,43,2543,2510,33,98,22,7,15,0,0,0,0,0,0,0,0,0,4654,4626,28,22,7,15,0,0,0,0,0,0,22,7,15,16,4,12,0,0,0,0,0,0,0,0,0,2527,2506,21,16,4,12,0,0,0,0,0,0,16,4,12
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RAMEN,MARUCHAN,15632,15090,541,36346,33321,3025,100,2551,2030,520,0,0,0,0,0,0,2362,1821,541,13081,13060,21,189,209,-20,0,0,0,2362,1821,541,2081,1650,431,8105,6077,2028,0,0,0,0,0,0,7669,5705,1963,28241,27244,997,437,371,65,0,0,0,7669,5705,1963,6189,4558,1632
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RAMEN,NISSIN,2148,2055,92,3480,3367,113,97,106,58,48,0,0,0,0,0,0,0,0,0,2042,1998,45,106,58,48,0,0,0,0,0,0,106,58,48,87,42,45,0,0,0,0,0,0,0,0,0,3393,3325,68,87,42,45,0,0,0,0,0,0,87,42,45
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,AMY'S,4803,4938,-135,1420,1468,-48,95,152,194,-42,0,0,0,0,0,0,0,0,0,4651,4744,-93,152,194,-42,0,0,0,0,0,0,152,194,-42,40,47,-7,0,0,0,0,0,0,0,0,0,1380,1421,-41,40,47,-7,0,0,0,0,0,0,40,47,-7
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,57576,60430,-2854,26751,28065,-1314,100,2328,1773,554,1032,624,408,0,0,0,0,27,-27,55248,58657,-3409,1296,1122,174,1032,624,408,0,27,-27,1296,1149,147,1124,829,296,499,308,191,0,0,0,0,16,-16,25627,27236,-1610,626,505,121,499,308,191,0,16,-16,626,520,105
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,DOMINIQUE'S,6,11,-4,2,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,11,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,275,264,11,83,75,8,33,172,257,-85,0,0,0,0,0,0,0,0,0,103,8,96,172,257,-85,0,0,0,0,0,0,172,257,-85,52,73,-21,0,0,0,0,0,0,0,0,0,31,2,29,52,73,-21,0,0,0,0,0,0,52,73,-21
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,1690,1199,491,546,371,175,91,1315,937,378,0,0,0,0,0,0,0,0,0,376,262,113,1315,937,378,0,0,0,0,0,0,1315,937,378,427,289,137,0,0,0,0,0,0,0,0,0,119,81,38,427,289,137,0,0,0,0,0,0,427,289,137
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,7376,6223,1153,3584,2513,1071,100,4027,2508,1519,0,0,0,0,0,0,2933,1588,1346,3349,3715,-366,1094,920,173,0,0,0,2933,1588,1346,4002,2502,1501,2240,1056,1184,0,0,0,0,0,0,1671,637,1033,1344,1457,-113,569,418,151,0,0,0,1671,637,1033,2231,1053,1177
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,IMAGINE,1053,906,147,223,190,33,76,0,0,0,0,0,0,0,0,0,0,0,0,1053,906,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,190,33,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,1771,1429,343,578,452,126,82,933,587,346,0,0,0,0,0,0,0,0,0,838,842,-4,933,587,346,0,0,0,0,0,0,933,587,346,307,178,129,0,0,0,0,0,0,0,0,0,271,274,-3,307,178,129,0,0,0,0,0,0,307,178,129
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,PACIFIC,862,881,-19,207,204,3,65,0,0,0,0,0,0,0,0,0,0,0,0,862,881,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,204,3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,12345,9258,3087,7643,5255,2388,100,8385,5710,2675,0,0,0,0,0,0,2765,1409,1356,3959,3548,411,5620,4301,1320,0,0,0,2765,1409,1356,6949,4983,1966,5391,3276,2115,0,0,0,0,0,0,1680,819,861,2252,1979,273,3711,2457,1253,0,0,0,1680,819,861,4530,2841,1689
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,PROGRESSO,37238,36260,978,18838,17882,956,100,13378,12790,588,249,169,80,0,0,0,0,0,0,23860,23470,390,13130,12621,509,249,169,80,0,0,0,13378,12790,588,6792,6058,734,124,80,44,0,0,0,0,0,0,12046,11824,223,6668,5978,690,124,80,44,0,0,0,6792,6058,734
4 W/E 04/28/12,EAST CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,100,169,-68,31,52,-21,9,0,0,0,0,0,0,0,0,0,0,0,0,100,169,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,-21,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,808,837,-29,211,214,-3,34,0,0,0,0,0,0,0,0,0,0,0,0,808,837,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,214,-3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,460324,392454,67870,351376,270248,81128,100,150479,88547,61932,7294,6641,653,37604,11426,26177,88391,54632,33759,309845,303907,5938,17191,15848,1342,44898,18067,26831,125994,66058,59936,111835,54932,56903,147967,69380,78587,7137,6263,874,41748,9625,32123,79768,39176,40592,203409,200868,2541,19315,14317,4998,48884,15887,32997,121515,48800,72715,120371,45385,74986
4 W/E 04/28/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,97,90,7,33,29,4,4,0,12,-12,0,0,0,0,0,0,0,0,0,97,78,19,0,12,-12,0,0,0,0,0,0,0,12,-12,0,4,-4,0,0,0,0,0,0,0,0,0,33,25,8,0,4,-4,0,0,0,0,0,0,0,4,-4
4 W/E 04/28/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,117580,106905,10676,130195,103755,26440,100,55774,46310,9464,261,260,1,0,0,0,5916,3611,2306,61806,60594,1212,49597,42440,7157,261,260,1,5916,3611,2306,55774,46310,9464,67892,41790,26102,363,262,101,0,0,0,9497,3343,6155,62303,61965,338,58032,38185,19847,363,262,101,9497,3343,6155,67892,41790,26102
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,ALESSI,27,23,4,11,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,27,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,26505,25606,899,6943,6817,126,100,291,174,117,0,0,0,0,0,0,0,0,0,26215,25432,782,291,174,117,0,0,0,0,0,0,291,174,117,75,42,32,0,0,0,0,0,0,0,0,0,6868,6774,94,75,42,32,0,0,0,0,0,0,75,42,32
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,BOB'S RED MILL,48,54,-6,10,11,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,48,54,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,JOSIE'S CLASSIC CREATIONS,133,99,34,31,23,8,2,0,0,0,0,0,0,0,0,0,0,0,0,133,99,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,8,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,KNORR,6641,6405,236,3309,3186,123,95,602,361,241,0,0,0,0,0,0,0,0,0,6039,6043,-4,602,361,241,0,0,0,0,0,0,602,361,241,311,178,133,0,0,0,0,0,0,0,0,0,2998,3008,-10,311,178,133,0,0,0,0,0,0,311,178,133
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,LE GOUT,12,16,-5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,LIPTON,35499,34466,1033,24547,23856,691,100,23,20,3,0,0,0,0,0,0,0,0,0,35476,34446,1030,23,20,3,0,0,0,0,0,0,23,20,3,24,14,10,0,0,0,0,0,0,0,0,0,24523,23841,682,24,14,10,0,0,0,0,0,0,24,14,10
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,MRS WEISS,50,49,2,25,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,50,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,MY FAVORITE GOURMET,766,698,68,160,146,14,32,0,0,0,0,0,0,0,0,0,0,0,0,766,698,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,146,14,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,PRIVATE LABEL,9938,9844,94,10260,9246,1014,99,2068,2275,-207,451,514,-63,0,0,0,0,0,0,7869,7569,300,1617,1761,-144,451,514,-63,0,0,0,1774,1904,-130,2550,1867,682,451,416,35,0,0,0,0,0,0,7710,7379,331,2099,1451,648,451,416,35,0,0,0,2311,1567,744
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,SHORE LUNCH,6744,5959,785,1529,1360,169,86,3186,2421,765,3016,2229,787,0,0,0,0,0,0,3558,3538,20,170,192,-22,3016,2229,787,0,0,0,170,192,-22,731,555,176,690,513,178,0,0,0,0,0,0,798,805,-7,41,43,-2,690,513,178,0,0,0,41,43,-2
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,28,42,-13,5,7,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,28,42,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & TABASCO,34,38,-4,6,7,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,34,38,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,DRY SOUP,WYLER'S,22958,23617,-658,12771,13033,-262,100,63,38,25,0,0,0,0,0,0,0,0,0,22895,23579,-684,63,38,25,0,0,0,0,0,0,63,38,25,40,21,19,0,0,0,0,0,0,0,0,0,12731,13012,-281,40,21,19,0,0,0,0,0,0,40,21,19
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RAMEN,MARUCHAN,97190,91182,6007,188678,163311,25367,100,25808,20864,4944,8792,8322,471,0,0,0,13628,10344,3284,71382,70319,1063,3387,2198,1190,8792,8322,471,13628,10344,3284,16812,12345,4467,58668,38423,20245,2215,2111,104,0,0,0,51678,32888,18791,130010,124888,5122,4775,3424,1351,2215,2111,104,51678,32888,18791,55791,35697,20093
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RAMEN,NISSIN,13593,13327,266,22569,22588,-19,100,135,46,89,0,0,0,0,0,0,0,0,0,13458,13282,177,135,46,89,0,0,0,0,0,0,135,46,89,57,15,42,0,0,0,0,0,0,0,0,0,22512,22573,-61,57,15,42,0,0,0,0,0,0,57,15,42
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,AMY'S,11677,11790,-113,3335,3375,-40,86,751,272,480,0,0,0,0,0,0,0,0,0,10925,11518,-593,751,272,480,0,0,0,0,0,0,751,272,480,190,66,124,0,0,0,0,0,0,0,0,0,3145,3310,-165,190,66,124,0,0,0,0,0,0,190,66,124
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,BAXTERS,12,6,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,248430,254910,-6481,110573,113056,-2483,100,9780,7333,2447,4248,3452,796,0,0,0,37,29,9,238649,247577,-8928,5495,3853,1642,4248,3452,796,37,29,9,6378,4607,1771,4697,3367,1329,1991,1594,397,0,0,0,20,16,5,105876,109689,-3813,2685,1757,928,1991,1594,397,20,16,5,3106,2091,1016
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,DOMINIQUE'S,9,12,-3,3,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,12,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,643,551,92,190,156,34,31,451,412,39,0,0,0,0,0,0,0,0,0,192,138,53,451,412,39,0,0,0,0,0,0,451,412,39,134,117,17,0,0,0,0,0,0,0,0,0,56,39,17,134,117,17,0,0,0,0,0,0,134,117,17
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,4463,3544,919,1403,1060,343,78,3016,2605,411,0,0,0,0,0,0,0,0,0,1447,939,508,3016,2605,411,0,0,0,0,0,0,3016,2605,411,951,779,172,0,0,0,0,0,0,0,0,0,452,282,170,951,779,172,0,0,0,0,0,0,951,779,172
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,29258,23675,5583,14420,9544,4876,100,13999,7288,6711,533,316,217,407,84,323,12463,6219,6243,15259,16387,-1128,596,669,-73,940,400,540,12870,6303,6566,13580,7005,6575,8296,2989,5307,233,132,101,243,32,211,7493,2503,4990,6124,6555,-431,326,321,5,476,165,312,7737,2536,5201,8123,2868,5255
4 W/E 04/28/12,WEST CENSUS TA,SOUP,RTS SOUP,IMAGINE,2808,2464,344,599,510,89,64,7,7,1,0,0,0,0,0,0,0,0,0,2801,2458,343,7,7,1,0,0,0,0,0,0,7,7,1,2,1,1,0,0,0,0,0,0,0,0,0,597,509,88,2,1,1,0,0,0,0,0,0,2,1,1
